TIME,CPI,GDP,UR,IR,LR10,LR10-IR,EXRATE
2014-Q1,1.405456,1.646667,6.666667,0.07333333333333335,2.69,2.76333333333,1.3703666666666667
2014-Q2,2.050846,2.443047,6.2,0.09333333333333334,2.53,2.62333333333,1.3714666666666666
2014-Q3,1.783154,2.897457,6.1,0.09000000000000001,2.4066666666666667,2.49666666667,1.3245666666666667
2014-Q4,1.248028,2.487036,5.7,0.09999999999999999,2.18,2.28,1.2493
2015-Q1,-0.06269593,3.314917,5.533333,0.11,1.8566666666666667,1.96666666667,1.1261333333333334
2015-Q2,-0.03827201,2.977209,5.4,0.12333333333333334,2.0433333333333334,2.16666666667,1.1071666666666669
2015-Q3,0.1095034,2.239274,5.1,0.1366666666666667,2.0833333333333335,2.22,1.1120666666666665
2015-Q4,0.4662646,1.878085,5.0,0.16,2.03,2.19,1.0948
2016-Q1,1.080267,1.573545,4.933333,0.36000000000000004,1.5599999999999998,1.92,1.1027
2016-Q2,1.047063,1.275788,4.866667,0.37333333333333335,1.38,1.75333333333,1.1296666666666668
2016-Q3,1.117615,1.653611,4.9,0.39666666666666667,1.1666666666666667,1.56333333333,1.1159999999999999
2016-Q4,1.800621,1.956254,4.7,0.45,1.68,2.13,1.0783666666666667
2017-Q1,2.53932,2.10469,4.666667,0.7000000000000001,1.7433333333333334,2.44333333333,1.0658666666666665
2017-Q2,1.901991,,,0.9500000000000001,1.3133333333333332,2.26333333333,1.0999
